TimeStamp,Fpz,Gnd,Fz,Cz,CPz,POz
1133348.5977,-4522.85,19343.9,8210.95,34709.84,30817.18,22859.39
1133348.5997,-4522.04,19363.69,8296.63,34718.71,30857.95,22888.52
1133348.6017,-4539.35,19385.34,8413.27,34733.25,30919.32,22937.21
1133348.6037,-4539.3,19350.48,8365.11,34705.69,30891.66,22909.45
1133348.6057,-4526.81,19316.15,8252.1,34685.09,30836.4,22866.11
1133348.6077,-4525.28,19288.26,8142.14,34672.55,30780.37,22821.1
1133348.6097,-4516.65,19260.55,8016.3,34664.11,30719.33,22782.28
1133348.6117,-4506.16,19285.97,8038.57,34680.94,30734.69,22801.97
1133348.6137,-4512.88,19325.69,8168.22,34703.31,30802.06,22851.85
1133348.6157,-4528.24,19346.33,8257.87,34711.89,30838.92,22879.6
1133348.6177,-4550.74,19365.5,8370.92,34721.57,30896.33,22919.9
1133348.6197,-4550.79,19358.78,8391.57,34716.32,30911.26,22926.38
1133348.6217,-4536.1,19325.21,8290.05,34698.11,30859.43,22886.18
1133348.6237,-4526.19,19295.41,8176.61,34683.76,30798.63,22839.12
1133348.6257,-4528.38,19267.56,8056.36,34669.64,30737.59,22798.97
1133348.6277,-4526.71,19267.56,8003.28,34671.98,30707.55,22788.58
1133348.6297,-4529.62,19310.67,8128.83,34695.82,30770.69,22836.69
1133348.6317,-4545.36,19338.09,8229.64,34706.31,30818.37,22867.92
1133348.6337,-4557.32,19360.74,8336.83,34719.85,30872.87,22907.07
1133348.6357,-4549.55,19365.46,8406.26,34721.52,30911.35,22932.2
1133348.6377,-4541.83,19327.83,8325.39,34697.82,30869.2,22898.58
1133348.6397,-4540.16,19291.88,8202.98,34676.37,30803.92,22844.03
1133348.6417,-4545.26,19260.22,8090.07,34656.48,30744.94,22794.44
1133348.6437,-4537.3,19230.18,7968.05,34639.41,30677.75,22749.57
1133348.6457,-4543.88,19276.57,8068.75,34674.79,30734.11,22799.3
1133348.6477,-4547.55,19323.54,8196.02,34704.36,30800.68,22849.61
1133348.6497,-4552.13,19350.24,8299.4,34717.99,30851.7,22888.38
1133348.6517,-4559.71,19365.69,8393.57,34723.91,30902.2,22925.33
1133348.6537,-4550.08,19339.47,8363.44,34707.46,30889.42,22908.64
1133348.6557,-4531.72,19296.84,8235.6,34687.38,30826.86,22857.14
1133348.6577,-4525.28,19276.57,8140.23,34678.27,30780.46,22824.96
1133348.6597,-4516.08,19242.81,7999.47,34658.01,30708.17,22780.47
1133348.6617,-4518.8,19271.09,8039.52,34679.7,30732.54,22806.84
1133348.6637,-4527.47,19313.05,8165.12,34702.26,30794.67,22852.47
1133348.6657,-4541.35,19332.94,8257.01,34708.98,30838.3,22879.41
1133348.6677,-4560.38,19350.86,8350.61,34716.47,30886.13,22911.31
1133348.6697,-4570.77,19348.29,8384.18,34712.27,30906.2,22922.18
1133348.6717,-4563.67,19314.96,8281.61,34694.53,30856.47,22884.8
1133348.6737,-4549.5,19293.6,8186.77,34688.76,30811.84,22851.23
1133348.6757,-4529.86,19256.4,8048.2,34671.31,30740.88,22808.46
1133348.6777,-4515.98,19263.08,8006.14,34680.56,30722.76,22804.07
1133348.6797,-4524.85,19308.14,8127.59,34705.93,30785.33,22851.04
1133348.6817,-4552.13,19330.46,8227.4,34711.17,30828.48,22881.03
1133348.6837,-4577.97,19353.82,8327.96,34718.66,30875.16,22913.46
1133348.6857,-4598.43,19362.12,8404.54,34723.48,30919.27,22942.07
1133348.6877,-4572.82,19326.02,8324.1,34703.35,30878.74,22906.45
1133348.6897,-4539.59,19295.93,8215.86,34692.96,30826.05,22862.39
1133348.6917,-4528.24,19263.22,8097.6,34674.6,30762.63,22816.37
1133348.6937,-4510.74,19244.05,7988.22,34662.92,30702.88,22782.23
1133348.6957,-4513.65,19284.2,8079.82,34686.81,30750.85,22818.23
1133348.6977,-4534.63,19314.01,8193.16,34698.11,30803.97,22851.37
